film_title,category_name,customer_name,store_location,rental_date,customer_total_for_film
DESERT POSEIDON,Horror,JULIE SANCHEZ,"Lethbridge, Canada",2005-06-15 01:38:31,4.99
ACADEMY DINOSAUR,Documentary,CARL ARTIS,"Lethbridge, Canada",2005-06-15 02:57:51,0.99
WITCHES PANIC,Drama,CATHERINE CAMPBELL,"Woodridge, Australia",2005-06-15 03:18:40,9.98
BARBARELLA STREETCAR,Sci-Fi,CRYSTAL FORD,"Lethbridge, Canada",2005-06-15 03:21:00,2.99
TURN STAR,Animation,GUY BROWNLEE,"Woodridge, Australia",2005-06-15 04:18:37,6.99
DESIRE ALIEN,Animation,IRMA PEARSON,"Woodridge, Australia",2005-06-15 04:31:28,2.99
VOYAGE LEGALLY,Classics,MARTHA GONZALEZ,"Lethbridge, Canada",2005-06-15 05:55:40,2.99
SIEGE MADRE,Family,APRIL BURNS,"Lethbridge, Canada",2005-06-15 07:29:30,1.99
POCUS PULP,Documentary,JUANITA MASON,"Woodridge, Australia",2005-06-15 07:42:58,0.99
MURDER ANTITRUST,Children,RAY HOULE,"Lethbridge, Canada",2005-06-15 07:52:52,2.99
CITIZEN SHREK,Sci-Fi,IDA ANDREWS,"Woodridge, Australia",2005-06-15 08:13:57,0.99
FARGO GANDHI,Children,DARRELL POWER,"Woodridge, Australia",2005-06-15 08:27:33,2.99
SHOCK CABIN,Foreign,DONALD MAHON,"Woodridge, Australia",2005-06-15 10:16:27,2.99
ALADDIN CALENDAR,Sports,KATIE ELLIOTT,"Woodridge, Australia",2005-06-15 11:03:24,4.99
SINNERS ATLANTIS,Horror,DAISY BATES,"Lethbridge, Canada",2005-06-15 11:23:27,2.99
WEREWOLF LOLA,Action,JESUS MCCARTNEY,"Woodridge, Australia",2005-06-15 12:26:21,5.99
DIRTY ACE,Games,LEAH CURTIS,"Lethbridge, Canada",2005-06-15 12:32:13,4.99
MOON BUNCH,Foreign,COREY HAUSER,"Lethbridge, Canada",2005-06-15 13:13:36,0.99
ENGLISH BULWORTH,Sci-Fi,LOUISE JENKINS,"Lethbridge, Canada",2005-06-15 13:13:49,5.99
KARATE MOON,Horror,EILEEN CARR,"Woodridge, Australia",2005-06-15 13:26:23,4.99
USUAL UNTOUCHABLES,Foreign,JESSIE BANKS,"Woodridge, Australia",2005-06-15 14:59:06,4.99
ENEMY ODDS,Music,CARLOS COUGHLIN,"Lethbridge, Canada",2005-06-15 15:20:06,8.99
NASH CHOCOLAT,Animation,NINA SOTO,"Lethbridge, Canada",2005-06-15 16:17:21,2.99
HANKY OCTOBER,Sci-Fi,MARCUS HIDALGO,"Woodridge, Australia",2005-06-15 16:25:26,3.99
TIGHTS DAWN,Sports,BRANDON HUEY,"Lethbridge, Canada",2005-06-15 16:30:22,6.98
HOLY TADPOLE,Classics,BOBBY BOUDREAU,"Woodridge, Australia",2005-06-15 16:31:08,3.99
ENEMY ODDS,Music,JULIA FLORES,"Lethbridge, Canada",2005-06-15 16:45:07,7.99
MIRACLE VIRTUAL,Animation,EARL SHANKS,"Lethbridge, Canada",2005-06-15 16:57:58,6.99
SWEET BROTHERHOOD,Travel,DAVID ROYAL,"Woodridge, Australia",2005-06-15 17:26:32,6.99
EXPECATIONS NATURAL,Travel,IVAN CROMWELL,"Woodridge, Australia",2005-06-15 17:45:51,4.99
ESCAPE METROPOLIS,Travel,TRACY COLE,"Lethbridge, Canada",2005-06-15 18:13:46,2.99
WATERFRONT DELIVERANCE,Action,ROY WHITING,"Woodridge, Australia",2005-06-15 18:16:24,4.99
ADAPTATION HOLES,Documentary,ROBIN HAYES,"Lethbridge, Canada",2005-06-15 18:17:28,2.99
SLEUTH ORIENT,Games,MARSHALL THORN,"Lethbridge, Canada",2005-06-15 18:19:30,3.99
CAMPUS REMEMBER,Action,WALTER PERRYMAN,"Woodridge, Australia",2005-06-15 18:27:24,3.99
REBEL AIRPORT,Music,DIANA ALEXANDER,"Lethbridge, Canada",2005-06-15 18:37:04,0.99
HANDICAP BOONDOCK,Action,KATHRYN COLEMAN,"Lethbridge, Canada",2005-06-15 18:38:51,0.99
FREAKY POCUS,Music,DEAN SAUER,"Lethbridge, Canada",2005-06-15 19:19:16,2.99
VOICE PEACH,New,LYDIA BURKE,"Lethbridge, Canada",2005-06-15 19:32:52,0.99
WITCHES PANIC,Drama,NATALIE MEYER,"Lethbridge, Canada",2005-06-15 20:32:08,6.99
CIDER DESIRE,Documentary,LESLIE SEWARD,"Woodridge, Australia",2005-06-15 20:47:10,2.99
BALLOON HOMEWARD,Music,JOY GEORGE,"Woodridge, Australia",2005-06-15 20:48:22,3.99
CARRIE BUNCH,Horror,HERBERT KRUGER,"Woodridge, Australia",2005-06-15 20:53:26,2.99
HANOVER GALAXY,Music,HENRY BILLINGSLEY,"Lethbridge, Canada",2005-06-15 21:08:01,4.99
PEACH INNOCENT,Sports,ETHEL WEBB,"Lethbridge, Canada",2005-06-15 21:17:58,2.99
CRAFT OUTFIELD,Drama,JUSTIN NGO,"Woodridge, Australia",2005-06-15 21:48:18,0.99
SLEUTH ORIENT,Games,ALBERT CROUSE,"Lethbridge, Canada",2005-06-15 21:58:00,0.99
GIANT TROOPERS,Children,TOM MILNER,"Lethbridge, Canada",2005-06-15 22:53:03,5.99
OTHERS SOUP,Travel,CURTIS IRBY,"Woodridge, Australia",2005-06-15 22:57:34,2.99
FROST HEAD,Classics,GAIL KNIGHT,"Lethbridge, Canada",2005-06-15 23:55:27,1.99
HOLLOW JEOPARDY,Sci-Fi,MARC OUTLAW,"Woodridge, Australia",2005-06-16 00:27:51,4.99
FARGO GANDHI,Children,ANDRE RAPP,"Lethbridge, Canada",2005-06-16 00:40:34,5.99
POCUS PULP,Documentary,CAROLYN PEREZ,"Woodridge, Australia",2005-06-16 00:49:32,0.99
STRANGERS GRAFFITI,Horror,LINDA WILLIAMS,"Lethbridge, Canada",2005-06-16 01:34:05,8.99
CLERKS ANGELS,Documentary,GAIL KNIGHT,"Lethbridge, Canada",2005-06-16 02:16:47,7.99
RUGRATS SHAKESPEARE,Action,MINNIE ROMERO,"Woodridge, Australia",2005-06-16 02:36:43,4.99
ANYTHING SAVANNAH,Horror,DOUGLAS GRAF,"Lethbridge, Canada",2005-06-16 02:47:07,6.99
ARACHNOPHOBIA ROLLERCOASTER,Horror,RICHARD MCCRARY,"Lethbridge, Canada",2005-06-16 03:39:56,4.99
ARACHNOPHOBIA ROLLERCOASTER,Horror,FERNANDO CHURCHILL,"Woodridge, Australia",2005-06-16 04:31:57,4.99
SEATTLE EXPECATIONS,Drama,EDDIE TOMLIN,"Lethbridge, Canada",2005-06-16 04:50:50,5.99
GLASS DYING,Action,LOUISE JENKINS,"Lethbridge, Canada",2005-06-16 05:12:37,5.99
MARRIED GO,Sci-Fi,JEFFERY PINSON,"Woodridge, Australia",2005-06-16 05:30:58,2.99
JUGGLER HARDLY,Animation,ALMA AUSTIN,"Lethbridge, Canada",2005-06-16 06:04:12,0.99
GROUNDHOG UNCUT,Comedy,MARIO CHEATHAM,"Lethbridge, Canada",2005-06-16 06:12:40,4.99
REUNION WITCHES,Drama,JOHNNY TURPIN,"Woodridge, Australia",2005-06-16 06:14:03,0.99
STORY SIDE,Action,NICHOLAS BARFIELD,"Lethbridge, Canada",2005-06-16 07:00:28,2.99
DIVORCE SHINING,Sports,GEORGE LINTON,"Lethbridge, Canada",2005-06-16 07:48:57,2.99
TOURIST PELICAN,Sports,TIM CARY,"Lethbridge, Canada",2005-06-16 07:51:09,8.99
CROOKED FROGMEN,Children,JESUS MCCARTNEY,"Woodridge, Australia",2005-06-16 07:52:55,3.99
STOCK GLASS,New,BECKY MILES,"Woodridge, Australia",2005-06-16 08:54:15,2.99
COAST RAINBOW,Documentary,ENRIQUE FORSYTHE,"Lethbridge, Canada",2005-06-16 08:58:18,1.99
DIRTY ACE,Games,ROGER QUINTANILLA,"Woodridge, Australia",2005-06-16 09:42:48,2.99
BANGER PINOCCHIO,Music,JEANETTE GREENE,"Lethbridge, Canada",2005-06-16 11:07:11,2.99
HARRY IDAHO,Drama,ALBERT CROUSE,"Lethbridge, Canada",2005-06-16 11:08:28,4.99
STORM HAPPINESS,Animation,ERIK GUILLEN,"Woodridge, Australia",2005-06-16 12:08:20,0.99
WESTWARD SEABISCUIT,Classics,JILL HAWKINS,"Lethbridge, Canada",2005-06-16 12:40:28,0.99
HALF OUTFIELD,Family,PATRICK NEWSOM,"Lethbridge, Canada",2005-06-16 12:55:20,3.99
GANGS PRIDE,Animation,TARA RYAN,"Lethbridge, Canada",2005-06-16 14:37:12,2.99
PARTY KNOCK,Comedy,OLGA JIMENEZ,"Woodridge, Australia",2005-06-16 14:47:16,2.99
FANTASIA PARK,Games,SHAWN HEATON,"Lethbridge, Canada",2005-06-16 15:30:01,2.99
CANYON STOCK,Animation,COREY HAUSER,"Lethbridge, Canada",2005-06-16 15:37:07,0.99
DOWNHILL ENOUGH,Comedy,NORMA GONZALES,"Lethbridge, Canada",2005-06-16 15:49:30,3.99
SEA VIRGIN,Drama,NANCY THOMAS,"Lethbridge, Canada",2005-06-16 17:02:55,5.99
FELLOWSHIP AUTUMN,Travel,RAY HOULE,"Lethbridge, Canada",2005-06-16 17:46:37,6.99
STRICTLY SCARFACE,Comedy,DEANNA BYRD,"Lethbridge, Canada",2005-06-16 17:48:37,2.99
MAJESTIC FLOATS,Documentary,PETER MENARD,"Lethbridge, Canada",2005-06-16 18:54:48,1.99
CANDLES GRAPES,Games,GLORIA COOK,"Lethbridge, Canada",2005-06-16 20:09:01,6.99
FROST HEAD,Classics,SARA PERRY,"Woodridge, Australia",2005-06-16 21:16:07,0.99
PURPLE MOVIE,Foreign,TIM CARY,"Lethbridge, Canada",2005-06-16 21:42:49,2.99
ELIZABETH SHANE,Sports,CHRISTOPHER GRECO,"Lethbridge, Canada",2005-06-16 23:16:15,4.99
ROSES TREASURE,Sports,JESSIE BANKS,"Woodridge, Australia",2005-06-16 23:56:11,4.99
DYING MAKER,Comedy,ROY WHITING,"Woodridge, Australia",2005-06-17 00:05:22,4.99
MISSION ZOOLANDER,Animation,KARL SEAL,"Woodridge, Australia",2005-06-17 01:49:36,7.99
OSCAR GOLD,Animation,KATHY JAMES,"Lethbridge, Canada",2005-06-17 02:38:28,2.99
GLEAMING JAWBREAKER,Sports,CLAUDE HERZOG,"Lethbridge, Canada",2005-06-17 02:45:10,2.99
ROUGE SQUAD,Games,DEANNA BYRD,"Lethbridge, Canada",2005-06-17 02:54:16,5.99
RIDGEMONT SUBMARINE,New,BOBBY BOUDREAU,"Woodridge, Australia",2005-06-17 02:55:32,1.99
SUPERFLY TRIP,Travel,DOUGLAS GRAF,"Lethbridge, Canada",2005-06-17 02:57:34,0.99
SHAKESPEARE SADDLE,Sports,EDNA WEST,"Woodridge, Australia",2005-06-17 04:16:44,3.99
LUST LOCK,Action,WANDA PATTERSON,"Lethbridge, Canada",2005-06-17 04:45:41,2.99
STEERS ARMAGEDDON,Sports,SUE PETERS,"Woodridge, Australia",2005-06-17 05:40:52,4.99
JASON TRAP,Family,TAMMY SANDERS,"Woodridge, Australia",2005-06-17 06:00:23,4.99
MASSAGE IMAGE,Animation,JACQUELINE LONG,"Woodridge, Australia",2005-06-17 06:13:34,2.99
CASPER DRAGONFLY,Children,LARRY THRASHER,"Woodridge, Australia",2005-06-17 06:49:30,6.99
BILKO ANONYMOUS,Family,SANDRA MARTIN,"Woodridge, Australia",2005-06-17 07:50:53,7.99
WARDROBE PHANTOM,Drama,FERNANDO CHURCHILL,"Woodridge, Australia",2005-06-17 09:08:58,2.99
BULL SHAWSHANK,Action,MABEL HOLLAND,"Woodridge, Australia",2005-06-17 09:17:39,0.99
MULHOLLAND BEAST,Foreign,KARL SEAL,"Woodridge, Australia",2005-06-17 09:25:49,2.99
SHREK LICENSE,Foreign,VIVIAN RUIZ,"Lethbridge, Canada",2005-06-17 09:38:08,2.99
OLEANDER CLUE,Music,DARREN WINDHAM,"Woodridge, Australia",2005-06-17 10:34:59,2.99
JASON TRAP,Family,ARTHUR SIMPKINS,"Lethbridge, Canada",2005-06-17 11:07:06,5.99
VOYAGE LEGALLY,Classics,WALLACE SLONE,"Lethbridge, Canada",2005-06-17 11:24:57,3.99
IDENTITY LOVER,Sci-Fi,CHRISTY VARGAS,"Lethbridge, Canada",2005-06-17 11:35:09,2.99
LOATHING LEGALLY,Classics,FRANKLIN TROUTMAN,"Woodridge, Australia",2005-06-17 11:39:58,3.99
HIGHBALL POTTER,Foreign,ERNEST STEPP,"Woodridge, Australia",2005-06-17 12:39:50,0.99
NONE SPIKING,Sci-Fi,RONALD WEINER,"Woodridge, Australia",2005-06-17 12:41:18,3.99
CONEHEADS SMOOCHY,Drama,ERICA MATTHEWS,"Woodridge, Australia",2005-06-17 12:52:58,9.98
DAISY MENAGERIE,Sci-Fi,CECIL VINES,"Lethbridge, Canada",2005-06-17 13:10:59,4.99
BRANNIGAN SUNRISE,New,STEVEN CURLEY,"Lethbridge, Canada",2005-06-17 13:24:07,4.99
MAGIC MALLRATS,Children,BARBARA JONES,"Woodridge, Australia",2005-06-17 14:31:12,0.99
DISTURBING SCARFACE,Sci-Fi,RENEE LANE,"Lethbridge, Canada",2005-06-17 14:58:36,2.99
HANKY OCTOBER,Sci-Fi,VERONICA STONE,"Lethbridge, Canada",2005-05-26 20:27:02,5.99
DREAM PICKUP,Action,CHESTER BENNER,"Lethbridge, Canada",2005-06-15 22:33:24,2.99
PRINCESS GIANT,Documentary,SYLVIA ORTIZ,"Woodridge, Australia",2005-06-17 06:54:41,2.99
GRADUATE LORD,Children,MANUEL MURRELL,"Lethbridge, Canada",2005-05-24 23:03:39,6.98
GRIT CLOCKWORK,Games,YVONNE WATKINS,"Woodridge, Australia",2005-05-25 05:12:29,5.99
DRUMLINE CYCLONE,Travel,JACQUELINE LONG,"Woodridge, Australia",2005-05-25 09:35:12,1.99
CAMELOT VACATION,Sci-Fi,CLARENCE GAMEZ,"Lethbridge, Canada",2005-05-25 11:00:07,5.98
GOLDFINGER SENSIBILITY,Drama,SUE PETERS,"Woodridge, Australia",2005-05-25 16:03:42,2.99
METAL ARMAGEDDON,Documentary,LUCY WHEELER,"Lethbridge, Canada",2005-05-25 16:50:28,7.98
ROBBERS JOON,Children,ERNEST STEPP,"Woodridge, Australia",2005-05-25 17:30:42,4.99
CHARIOTS CONSPIRACY,Sci-Fi,NAOMI JENNINGS,"Lethbridge, Canada",2005-05-26 00:17:50,2.99
FACTORY DRAGON,Travel,ROBERTA HARPER,"Lethbridge, Canada",2005-05-26 00:55:56,0.99
HALF OUTFIELD,Family,TIM CARY,"Lethbridge, Canada",2005-05-26 05:32:52,4.99
FISH OPUS,Sci-Fi,LILLIAN GRIFFIN,"Lethbridge, Canada",2005-05-26 08:48:49,3.99
PULP BEVERLY,Horror,TROY QUIGLEY,"Lethbridge, Canada",2005-05-26 15:20:58,3.99
JUNGLE CLOSER,New,WILLIAM SATTERFIELD,"Woodridge, Australia",2005-05-26 16:07:38,0.99
FEUD FROGMEN,Family,SANDRA MARTIN,"Woodridge, Australia",2005-05-27 03:07:10,3.99
HANGING DEEP,Drama,JORGE OLIVARES,"Woodridge, Australia",2005-05-27 04:50:56,4.99
KWAI HOMEWARD,Drama,JOANNE ROBERTSON,"Woodridge, Australia",2005-05-27 07:10:25,0.99
GALAXY SWEETHEARTS,Classics,TERESA ROGERS,"Lethbridge, Canada",2005-05-27 18:11:05,4.99
FLATLINERS KILLER,Sports,NAOMI JENNINGS,"Lethbridge, Canada",2005-05-27 22:11:56,2.99
TRAP GUYS,Foreign,KELLY KNOTT,"Lethbridge, Canada",2005-05-27 22:53:02,6.99
FARGO GANDHI,Children,MANUEL MURRELL,"Lethbridge, Canada",2005-05-28 04:27:37,2.99
AFRICAN EGG,Family,CONNIE WALLACE,"Lethbridge, Canada",2005-05-28 07:53:38,3.99
EYES DRIVING,Sci-Fi,JUNE CARROLL,"Lethbridge, Canada",2005-05-28 08:14:44,3.99
MODEL FISH,Children,TODD TAN,"Lethbridge, Canada",2005-05-28 11:48:55,7.99
SEATTLE EXPECATIONS,Drama,SAM MCDUFFIE,"Lethbridge, Canada",2005-05-28 11:50:45,6.99
OUTBREAK DIVINE,Games,DANIELLE DANIELS,"Woodridge, Australia",2005-05-28 15:04:02,2.99
DRIFTER COMMANDMENTS,Action,MINNIE ROMERO,"Woodridge, Australia",2005-05-28 15:58:12,4.99
WARDROBE PHANTOM,Drama,LEONA OBRIEN,"Woodridge, Australia",2005-05-28 19:45:40,2.99
LADY STAGE,Horror,SAM MCDUFFIE,"Lethbridge, Canada",2005-05-28 22:27:51,4.99
YENTL IDAHO,Horror,KRISTEN CHAVEZ,"Woodridge, Australia",2005-05-28 23:00:08,7.99
GREASE YOUTH,Family,JO FOWLER,"Woodridge, Australia",2005-05-29 00:32:09,0.99
CONQUERER NUTS,Drama,MATTIE HOFFMAN,"Woodridge, Australia",2005-05-29 03:18:19,4.99
TIMBERLAND SKY,Classics,COURTNEY DAY,"Lethbridge, Canada",2005-05-29 06:03:41,2.99
PRIX UNDEFEATED,Family,CHARLIE BESS,"Woodridge, Australia",2005-05-29 08:35:49,4.99
HORROR REIGN,Travel,TONI HOLT,"Lethbridge, Canada",2005-05-29 09:26:34,4.99
CLOSER BANG,Comedy,CASSANDRA WALTERS,"Lethbridge, Canada",2005-05-29 09:41:40,4.99
BLACKOUT PRIVATE,Animation,DERRICK BOURQUE,"Lethbridge, Canada",2005-05-29 12:59:14,5.98
CANDLES GRAPES,Games,DAWN SULLIVAN,"Lethbridge, Canada",2005-05-29 14:17:17,6.99
PEAK FOREVER,Sports,HEATHER MORRIS,"Lethbridge, Canada",2005-05-29 14:41:18,5.99
BOILED DARES,Travel,CLAUDE HERZOG,"Lethbridge, Canada",2005-05-29 16:44:08,5.99
TITANS JERK,Sci-Fi,KEVIN SCHULER,"Lethbridge, Canada",2005-05-29 20:47:53,10.98
BERETS AGENT,Action,BOBBY BOUDREAU,"Woodridge, Australia",2005-05-29 23:37:00,2.99
JUMPING WRATH,Children,DANNY ISOM,"Lethbridge, Canada",2005-05-30 06:21:05,4.99
BOOGIE AMELIE,Music,MARJORIE TUCKER,"Lethbridge, Canada",2005-05-30 07:13:14,5.99
REAR TRADING,Action,BRETT CORNWELL,"Lethbridge, Canada",2005-05-30 08:06:59,2.99
LONELY ELEPHANT,Comedy,SUE PETERS,"Woodridge, Australia",2005-05-30 10:11:29,3.99
HEAVEN FREEDOM,Comedy,PAMELA BAKER,"Lethbridge, Canada",2005-05-30 11:58:50,2.99
SHEPHERD MIDSUMMER,Children,MILDRED BAILEY,"Lethbridge, Canada",2005-05-30 13:24:46,2.99
CURTAIN VIDEOTAPE,Games,WESLEY BULL,"Woodridge, Australia",2005-05-30 13:52:49,1.99
EMPIRE MALKOVICH,Children,GLEN TALBERT,"Lethbridge, Canada",2005-05-30 15:35:08,2.99
TOWERS HURRICANE,Classics,ROBERT BAUGHMAN,"Woodridge, Australia",2005-05-30 16:59:03,0.99
KISSING DOLLS,Action,PATSY DAVIDSON,"Woodridge, Australia",2005-05-30 22:17:17,4.99
GENTLEMEN STAGE,Foreign,PHYLLIS FOSTER,"Lethbridge, Canada",2005-05-31 03:41:37,4.99
JEKYLL FROGMEN,New,JUNE CARROLL,"Lethbridge, Canada",2005-05-31 08:38:20,7.99
ROMAN PUNK,Music,STEVEN CURLEY,"Lethbridge, Canada",2005-05-31 08:54:56,1.99
APACHE DIVINE,Family,FRANCISCO SKIDMORE,"Woodridge, Australia",2005-05-31 09:32:15,4.99
HORN WORKING,Animation,KIMBERLY LEE,"Woodridge, Australia",2005-05-31 10:22:54,2.99
WONDERLAND CHRISTMAS,Sci-Fi,MINNIE ROMERO,"Woodridge, Australia",2005-05-31 11:02:01,5.99
SPOILERS HELLFIGHTERS,Documentary,KURT EMMONS,"Lethbridge, Canada",2005-05-31 13:03:49,1.99
TIGHTS DAWN,Sports,SONIA GREGORY,"Lethbridge, Canada",2005-06-14 23:50:11,0.99
PLUTO OLEANDER,New,EDWIN BURK,"Lethbridge, Canada",2005-06-15 00:39:01,5.99
DIVINE RESURRECTION,Games,ALMA AUSTIN,"Lethbridge, Canada",2005-06-15 00:45:21,5.99
BUGSY SONG,Foreign,DAISY BATES,"Lethbridge, Canada",2005-06-15 00:49:36,5.99
RINGS HEARTBREAKERS,Action,ELMER NOE,"Woodridge, Australia",2005-06-15 01:59:51,1.99
BANGER PINOCCHIO,Music,BILLY POULIN,"Lethbridge, Canada",2005-06-15 03:24:44,1.99
INNOCENT USUAL,Foreign,MIKE WAY,"Lethbridge, Canada",2005-06-15 03:35:16,13.98
INNOCENT USUAL,Foreign,MIKE WAY,"Lethbridge, Canada",2005-06-15 05:38:09,13.98
DEEP CRUSADE,Documentary,CATHY SPENCER,"Lethbridge, Canada",2005-06-15 07:00:50,4.99
HOURS RAGE,New,BRUCE SCHWARZ,"Woodridge, Australia",2005-06-15 09:55:57,1.99
BADMAN DAWN,Sci-Fi,MARCIA DEAN,"Lethbridge, Canada",2005-06-15 10:07:48,5.99
MUMMY CREATURES,Sports,PETER MENARD,"Lethbridge, Canada",2005-06-15 10:34:26,2.99
GOODFELLAS SALUTE,Sci-Fi,KRISTINA CHAMBERS,"Lethbridge, Canada",2005-06-15 12:01:34,8.99
WAIT CIDER,Animation,TERRY CARLSON,"Lethbridge, Canada",2005-06-15 15:03:15,1.99
FIGHT JAWBREAKER,Animation,WESLEY BULL,"Woodridge, Australia",2005-06-15 16:29:51,0.99
MURDER ANTITRUST,Children,BEN EASTER,"Woodridge, Australia",2005-06-15 18:32:30,5.99
JADE BUNCH,Sports,SAMUEL MARLOW,"Woodridge, Australia",2005-06-15 19:51:06,2.99
HAUNTING PIANIST,Games,VERA MCCOY,"Lethbridge, Canada",2005-06-15 20:25:53,2.99
BOUND CHEAPER,Classics,ALICE STEWART,"Lethbridge, Canada",2005-06-15 21:11:18,0.99
METAL ARMAGEDDON,Documentary,SHIRLEY ALLEN,"Woodridge, Australia",2005-06-15 21:17:17,4.99
GANGS PRIDE,Animation,ANTHONY SCHWAB,"Woodridge, Australia",2005-06-15 21:22:35,3.99
DONNIE ALLEY,Animation,TERRY GRISSOM,"Woodridge, Australia",2005-06-15 21:39:54,0.99
COLOR PHILADELPHIA,Classics,SUE PETERS,"Woodridge, Australia",2005-06-15 22:07:09,2.99
OPPOSITE NECKLACE,Family,DOUGLAS GRAF,"Lethbridge, Canada",2005-06-16 01:42:24,4.99
WINDOW SIDE,Travel,JASON MORRISSEY,"Lethbridge, Canada",2005-06-16 04:53:21,8.99
SLEEPY JAPANESE,New,LILLIAN GRIFFIN,"Lethbridge, Canada",2005-06-16 05:11:41,5.99
KISS GLORY,Foreign,ROSEMARY SCHMIDT,"Lethbridge, Canada",2005-06-16 07:04:52,7.99
BRIGHT ENCOUNTERS,Drama,JACQUELINE LONG,"Woodridge, Australia",2005-06-16 08:35:39,4.99
DURHAM PANKY,Sports,RAMONA HALE,"Woodridge, Australia",2005-06-16 10:11:46,4.99
PEAK FOREVER,Sports,BILLY POULIN,"Lethbridge, Canada",2005-06-16 11:04:47,5.99
SCALAWAG DUCK,Music,BRADLEY MOTLEY,"Lethbridge, Canada",2005-06-16 14:10:15,6.99
SCALAWAG DUCK,Music,LANCE PEMBERTON,"Lethbridge, Canada",2005-06-16 15:00:14,4.99
ALASKA PHANTOM,Music,JAMIE RICE,"Lethbridge, Canada",2005-06-16 15:15:43,1.99
ANONYMOUS HUMAN,Sports,SHANNON FREEMAN,"Woodridge, Australia",2005-06-16 17:00:14,0.99
GROOVE FICTION,Sports,JEFFERY PINSON,"Woodridge, Australia",2005-06-16 18:12:17,0.99
PERFECT GROOVE,Comedy,LEROY BUSTAMANTE,"Lethbridge, Canada",2005-06-16 18:27:52,2.99
SPIKING ELEMENT,Classics,ELAINE STEVENS,"Woodridge, Australia",2005-06-16 20:32:47,2.99
CHOCOLAT HARRY,Family,JACQUELINE LONG,"Woodridge, Australia",2005-06-16 21:43:45,0.99
LEBOWSKI SOLDIERS,Drama,JENNIFER DAVIS,"Woodridge, Australia",2005-06-16 23:44:13,2.99
GRAPES FURY,Foreign,MELVIN ELLINGTON,"Lethbridge, Canada",2005-06-17 00:02:44,0.99
CROOKED FROGMEN,Children,JACK FOUST,"Lethbridge, Canada",2005-06-17 02:08:00,0.99
STORM HAPPINESS,Animation,MELISSA KING,"Lethbridge, Canada",2005-06-17 02:39:20,1.99
FELLOWSHIP AUTUMN,Travel,FRANCES PARKER,"Lethbridge, Canada",2005-06-17 03:17:21,10.98
IDOLS SNATCHERS,Children,LEAH CURTIS,"Lethbridge, Canada",2005-06-17 04:25:46,6.99
LUCKY FLYING,Music,MISTY LAMBERT,"Woodridge, Australia",2005-06-17 04:35:19,3.99
DADDY PITTSBURGH,Comedy,LINDA WILLIAMS,"Lethbridge, Canada",2005-06-17 05:15:15,6.99
SAGEBRUSH CLUELESS,Documentary,JONATHAN SCARBOROUGH,"Lethbridge, Canada",2005-06-17 06:48:31,7.99
HOME PITY,Music,BRUCE SCHWARZ,"Woodridge, Australia",2005-06-17 10:22:13,4.99
BALLOON HOMEWARD,Music,CHRISTY VARGAS,"Lethbridge, Canada",2005-06-17 14:18:37,2.99
HYSTERICAL GRAIL,Sports,ALEX GRESHAM,"Woodridge, Australia",2005-06-17 14:55:29,5.99
INTERVIEW LIAISONS,New,REGINALD KINDER,"Lethbridge, Canada",2005-05-25 18:57:24,8.99
ROCKETEER MOTHER,Foreign,ZACHARY HITE,"Lethbridge, Canada",2005-05-25 21:46:54,3.99
MOVIE SHAKESPEARE,Family,TAMMY SANDERS,"Woodridge, Australia",2005-05-26 04:46:23,4.99
IMPACT ALADDIN,Music,KRISTIN JOHNSTON,"Lethbridge, Canada",2005-05-26 13:05:08,1.99
AUTUMN CROW,Games,JEANNE LAWSON,"Woodridge, Australia",2005-05-26 16:20:56,9.99
SWEDEN SHINING,Comedy,ALLEN BUTTERFIELD,"Woodridge, Australia",2005-05-27 02:52:21,4.99
MOVIE SHAKESPEARE,Family,BILLY POULIN,"Lethbridge, Canada",2005-05-27 09:43:25,9.98
CINCINATTI WHISPERER,Sci-Fi,REGINALD KINDER,"Lethbridge, Canada",2005-05-27 10:45:41,8.99
HANGING DEEP,Drama,ANTONIO MEEK,"Lethbridge, Canada",2005-05-27 23:51:12,4.99
HOLLOW JEOPARDY,Sci-Fi,DERRICK BOURQUE,"Lethbridge, Canada",2005-05-28 00:09:12,4.99
LION UNCUT,Comedy,JEREMY HURTADO,"Woodridge, Australia",2005-05-28 03:32:22,0.99
BUTTERFLY CHOCOLAT,New,SHARON ROBINSON,"Woodridge, Australia",2005-05-28 07:16:25,1.99
SOMETHING DUCK,Drama,CASSANDRA WALTERS,"Lethbridge, Canada",2005-05-28 23:15:48,6.99
TOURIST PELICAN,Sports,LAUREN HUDSON,"Woodridge, Australia",2005-05-29 00:45:24,4.99
FANTASY TROOPERS,Action,ALLEN BUTTERFIELD,"Woodridge, Australia",2005-05-29 04:37:44,0.99
GOLDMINE TYCOON,Sci-Fi,BILLY POULIN,"Lethbridge, Canada",2005-05-29 22:16:42,3.9800000000000004
TALENTED HOMICIDE,Sports,MAURICE CRAWLEY,"Lethbridge, Canada",2005-05-30 05:49:42,0.99
PURE RUNNER,Comedy,RHONDA KENNEDY,"Woodridge, Australia",2005-05-30 12:13:52,2.99
WEREWOLF LOLA,Action,BERNARD COLBY,"Lethbridge, Canada",2005-05-30 17:53:29,4.99
REQUIEM TYCOON,Classics,MARION OCAMPO,"Lethbridge, Canada",2005-05-30 18:16:44,4.99
